"Term","Estimate","Std.Error","t.value","p.value"
"avg_score_Q30",1.99162876499622,2.55556000435501,0.779331638311062,0.435813311200265
"X2023.Turnover",-1.4576022156213,0.264461587736808,-5.51158384888736,3.69547478856603e-08
"MSP_sum",-1.83009785954609,0.119983301715406,-15.2529379787113,1.27278500595565e-51
"workload",-1.74916317522416,0.069818572183191,-25.0529783197898,3.38113960795762e-132
"shrinkage.....of.Sales",-98.6166782266217,7.86586569293861,-12.5372949496395,1.22535241001398e-35
"scaleUpscales",-1303.34209586114,103.105096940734,-12.6409084956325,3.40458793271153e-36
"clusterOffice - High Income (Upscale)",1951.50320402878,523.188824156217,3.7300169918119,0.000193129376349285
"clusterOffice - Local (Wellcome)",468.525122978396,161.157090440471,2.90725727113732,0.00365870474336193
"clusterResidential - High Income (Wellcome)",258.575306600699,19.6389224623315,13.1664711797024,4.41339637161844e-39
"clusterResidential - Western & Top Income (Upscale)",1688.70204266003,104.233177863496,16.2011950251728,6.99982704389047e-58
"clusterTourist Border(Wellcome)",-191.311526720579,211.38429128197,-0.905041361211581,0.365477676876303
"clusterUrban Hub - High Income (Upscale)",1161.99422439224,104.031275721713,11.1696623571224,1.05872277177861e-28
"clusterUrban Hub - Local (Wellcome)",36.9715148766041,21.6025720905099,1.7114404118964,0.087048484804308
"workload:scaleUpscales",-9.42012552317483,0.948619207138208,-9.93035503844945,4.51450400317352e-23
"workload:clusterOffice - High Income (Upscale)",14.7600519191749,3.11030961672608,4.74552495989495,2.12502087023157e-06
"workload:clusterOffice - Local (Wellcome)",1.31185442726534,1.66716354353568,0.786878067452935,0.431382498369411
"workload:clusterResidential - High Income (Wellcome)",-0.709431842883242,0.130650144862396,-5.4300119118156,5.84313123333994e-08
"workload:clusterResidential - Western & Top Income (Upscale)",8.32250027972677,0.879039428693093,9.46772125125286,3.93531703559566e-21
"workload:clusterUrban Hub - High Income (Upscale)",11.9034784268746,0.994477327807426,11.9695825073447,1.14616982046014e-32
"workload:clusterUrban Hub - Local (Wellcome)",0.0128742380775301,0.185965854873594,0.0692290425373038,0.944809477234505
"X2023.Turnover:scaleUpscales",26.2415390122389,2.20774905619741,11.8861058681357,3.05608985955779e-32
"X2023.Turnover:clusterOffice - High Income (Upscale)",-77.0163703236568,28.0864808866143,-2.74211534846867,0.00612152695793969
"X2023.Turnover:clusterOffice - Local (Wellcome)",-0.724335577318501,0.833193307279688,-0.8693487705553,0.384689123659668
"X2023.Turnover:clusterResidential - High Income (Wellcome)",4.85521931468149,0.773026201815574,6.28079527353437,3.59046559111855e-10
"X2023.Turnover:clusterResidential - Western & Top Income (Upscale)",-22.2354741581691,2.08253762078884,-10.6771056312282,2.17476780279427e-26
"X2023.Turnover:clusterUrban Hub - High Income (Upscale)",-18.3829186119714,2.38194794164984,-7.71759881504321,1.36747828602815e-14
"X2023.Turnover:clusterUrban Hub - Local (Wellcome)",1.55646166590232,0.536283522700849,2.90231118432208,0.00371689811638006
"shrinkage.....of.Sales:scaleUpscales",1208.40728446807,114.636387702319,10.5412191424419,9.07859663687066e-26
"shrinkage.....of.Sales:clusterOffice - High Income (Upscale)",-3735.36782708661,775.542785644345,-4.81645615977609,1.49506327927543e-06
"shrinkage.....of.Sales:clusterOffice - Local (Wellcome)",-229.417771063976,46.4671353718436,-4.93720495632253,8.12662400282891e-07
"shrinkage.....of.Sales:clusterResidential - High Income (Wellcome)",-6.68899965870179,20.4796051623031,-0.326617608381155,0.743967846073239
"shrinkage.....of.Sales:clusterResidential - Western & Top Income (Upscale)",-1061.84460637953,106.596083188638,-9.96138483344107,3.3213806519374e-23
"shrinkage.....of.Sales:clusterUrban Hub - High Income (Upscale)",-1269.68910724459,119.028304903038,-10.6671191216147,2.41701179154135e-26
"shrinkage.....of.Sales:clusterUrban Hub - Local (Wellcome)",132.477421539737,24.2286092498274,5.46780957064964,4.72923962140049e-08
