"Term","Estimate","Std.Error","t.value","p.value"
"clusterResidential - High Income (Wellcome)",258.575306600699,19.6389224623315,13.1664711797025,4.41339637161704e-39
"clusterResidential - Western & Top Income (Upscale)",1688.70204266004,104.233177863496,16.2011950251729,6.99982704387864e-58
"clusterTourist Border(Wellcome)",-191.311526720578,211.38429128197,-0.905041361211578,0.365477676876304
"clusterUrban Hub - High Income (Upscale)",1161.99422439224,104.031275721713,11.1696623571224,1.05872277177811e-28
"clusterUrban Hub - Local (Wellcome)",36.9715148766034,21.6025720905099,1.71144041189637,0.0870484848043138
"workload:scaleUpscales",-9.42012552317507,0.948619207138211,-9.93035503844968,4.51450400316338e-23
"workload:clusterOffice - High Income (Upscale)",14.7600519191749,3.11030961672606,4.74552495989499,2.12502087023122e-06
"workload:clusterOffice - Local (Wellcome)",1.31185442726535,1.66716354353568,0.78687806745294,0.431382498369408
"workload:clusterResidential - High Income (Wellcome)",-0.709431842883239,0.130650144862396,-5.43001191181557,5.84313123334078e-08
"workload:clusterResidential - Western & Top Income (Upscale)",8.32250027972702,0.879039428693098,9.46772125125309,3.93531703558694e-21
"workload:clusterUrban Hub - High Income (Upscale)",11.9034784268748,0.994477327807426,11.9695825073449,1.1461698204572e-32
"workload:clusterUrban Hub - Local (Wellcome)",0.0128742380775289,0.185965854873594,0.069229042537297,0.94480947723451
"X2023.Turnover:scaleUpscales",2624.15390122391,220.77490561974,11.8861058681357,3.05608985955506e-32
"X2023.Turnover:clusterOffice - High Income (Upscale)",-7701.63703236553,2808.64808866142,-2.74211534846862,0.0061215269579406
"X2023.Turnover:clusterOffice - Local (Wellcome)",-72.43355773185,83.3193307279688,-0.869348770555299,0.384689123659669
"X2023.Turnover:clusterResidential - High Income (Wellcome)",485.52193146815,77.3026201815575,6.28079527353438,3.59046559111831e-10
"X2023.Turnover:clusterResidential - Western & Top Income (Upscale)",-2223.54741581693,208.253762078884,-10.6771056312283,2.17476780279194e-26
"X2023.Turnover:clusterUrban Hub - High Income (Upscale)",-1838.29186119717,238.194794164985,-7.71759881504331,1.36747828602702e-14
"X2023.Turnover:clusterUrban Hub - Local (Wellcome)",155.646166590233,53.6283522700849,2.9023111843221,0.00371689811637979
"shrinkage.....of.Sales:scaleUpscales",1208.40728446811,114.636387702319,10.5412191424421,9.07859663684505e-26
"shrinkage.....of.Sales:clusterOffice - High Income (Upscale)",-3735.36782708661,775.542785644345,-4.81645615977608,1.49506327927546e-06
"shrinkage.....of.Sales:clusterOffice - Local (Wellcome)",-229.417771063978,46.4671353718436,-4.93720495632258,8.12662400282704e-07
"shrinkage.....of.Sales:clusterResidential - High Income (Wellcome)",-6.68899965870217,20.4796051623031,-0.326617608381174,0.743967846073225
"shrinkage.....of.Sales:clusterResidential - Western & Top Income (Upscale)",-1061.84460637956,106.596083188639,-9.96138483344133,3.32138065192875e-23
"shrinkage.....of.Sales:clusterUrban Hub - High Income (Upscale)",-1269.68910724463,119.028304903039,-10.667119121615,2.41701179153443e-26
"shrinkage.....of.Sales:clusterUrban Hub - Local (Wellcome)",132.477421539738,24.2286092498274,5.46780957064967,4.72923962139961e-08
