"model","term","estimate","std.error","statistic","p.value","stars"
"reg1","avg_score_Q16:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q16:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q16:clusterResidential - High Income (Wellcome)",-2.45659840941996,13.2431759873669,-0.185499189300466,0.852843493405508,""
"reg1","avg_score_Q16:clusterResidential - Western & Top Income (Upscale)",-1444.26068832742,241.647120773322,-5.97673451976368,2.4011556321282e-09,"***"
"reg1","avg_score_Q16:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q16:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q16:clusterUrban Hub - Local (Wellcome)",41.1695113177878,29.9533060338305,1.37445633785096,0.169348990777854,""
"reg1","avg_score_Q17:scaleUpscales",6.69577230010031,100.577328667743,0.0665733758173253,0.94692345620943,""
"reg1","avg_score_Q17:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q17:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q17:clusterResidential - High Income (Wellcome)",55.1890497736756,14.0073900683578,3.93999520998174,8.23648901789557e-05,"***"
"reg1","avg_score_Q17:clusterResidential - Western & Top Income (Upscale)",-299.637237127894,130.816358612814,-2.29051809961131,0.0220242131611387,"*"
"reg1","avg_score_Q17:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q17:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q17:clusterUrban Hub - Local (Wellcome)",-20.8410196334265,11.4475730346251,-1.82056227729575,0.0687208859888859,"."
"reg1","avg_score_Q18:scaleUpscales",-157.616273062625,111.500693824332,-1.41359006528648,0.157531755460169,""
"reg1","avg_score_Q18:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q18:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q18:clusterResidential - High Income (Wellcome)",5.07536619928155,11.5607468045695,0.439017157375634,0.66066417447169,""
"reg1","avg_score_Q18:clusterResidential - Western & Top Income (Upscale)",675.764804172641,125.813795786927,5.37115027764594,8.10400050399985e-08,"***"
"reg1","avg_score_Q18:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q18:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q18:clusterUrban Hub - Local (Wellcome)",2.05117638184699,21.8099060184016,0.0940479239166074,0.925074081258489,""
"reg1","avg_score_Q19:scaleUpscales",608.169407848034,281.840471947592,2.15784980647181,0.0309772218198801,"*"
"reg1","avg_score_Q19:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q19:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q19:clusterResidential - High Income (Wellcome)",-16.5114491250642,11.7829251708562,-1.40130306232476,0.161172771253886,""
"reg1","avg_score_Q19:clusterResidential - Western & Top Income (Upscale)",-213.614553521196,292.066132117784,-0.731391044802995,0.464567561848417,""
"reg1","avg_score_Q19:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q19:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q19:clusterUrban Hub - Local (Wellcome)",-75.7192280824064,15.9733081649857,-4.74035981152525,2.18032554055945e-06,"***"
"reg1","avg_score_Q20:scaleUpscales",318.475003259898,157.374505550503,2.02367595784246,0.0430456757227905,"*"
"reg1","avg_score_Q20:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q20:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q20:clusterResidential - High Income (Wellcome)",121.64600667763,12.3410283788083,9.85703970072035,9.33344886560332e-23,"***"
"reg1","avg_score_Q20:clusterResidential - Western & Top Income (Upscale)",-2203.08086636764,375.49364800813,-5.86715881361578,4.65865691836838e-09,"***"
"reg1","avg_score_Q20:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q20:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q20:clusterUrban Hub - Local (Wellcome)",83.2429338622412,19.1312673495256,4.35114581493239,1.37568588744908e-05,"***"
"reg1","avg_score_Q21:scaleUpscales",-313.228120078055,112.560756588809,-2.78274710983238,0.00540614616497196,"**"
"reg1","avg_score_Q21:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q21:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q21:clusterResidential - High Income (Wellcome)",-50.6449591934877,12.2508140392283,-4.13400766931223,3.61123403101986e-05,"***"
"reg1","avg_score_Q21:clusterResidential - Western & Top Income (Upscale)",1701.32505258477,247.888456403519,6.86326857356887,7.37430893640776e-12,"***"
"reg1","avg_score_Q21:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q21:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q21:clusterUrban Hub - Local (Wellcome)",48.4345125779497,15.0373492143914,3.22094751457896,0.00128417250207047,"**"
"reg1","avg_score_Q22:scaleUpscales",63.8724573692166,25.0726965400325,2.54749054483367,0.010873656765218,"*"
"reg1","avg_score_Q22:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q22:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q22:clusterResidential - High Income (Wellcome)",68.2855542365789,11.8118065027086,5.78112706307202,7.77590982075345e-09,"***"
"reg1","avg_score_Q22:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q22:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q22:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q22:clusterUrban Hub - Local (Wellcome)",-32.2206362038494,12.5854449819869,-2.56015073364236,0.0104858163389464,"*"
"reg1","avg_score_Q23:scaleUpscales",NA,NA,NA,NA,""
"reg1","avg_score_Q23:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q23:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q23:clusterResidential - High Income (Wellcome)",10.2069896144648,10.8439971492301,0.941257128160486,0.346609230960248,""
"reg1","avg_score_Q23:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q23:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q23:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q23:clusterUrban Hub - Local (Wellcome)",67.1971555798009,27.8313163128411,2.41444403219969,0.0157875858488578,"*"
"reg1","avg_score_Q24:scaleUpscales",NA,NA,NA,NA,""
"reg1","avg_score_Q24:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q24:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q24:clusterResidential - High Income (Wellcome)",33.1820777165232,12.1993690256888,2.71998311114699,0.0065464500999169,"**"
"reg1","avg_score_Q24:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q24:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q24:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q24:clusterUrban Hub - Local (Wellcome)",6.53033054647767,15.6080889277717,0.418393986393692,0.675673357545502,""
"reg1","avg_score_Q25:scaleUpscales",NA,NA,NA,NA,""
"reg1","avg_score_Q25:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q25:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q25:clusterResidential - High Income (Wellcome)",37.5226040262985,10.5691133610316,3.55021303533791,0.000387731222719877,"***"
"reg1","avg_score_Q25:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q25:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q25:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q25:clusterUrban Hub - Local (Wellcome)",-47.3261079030615,16.9649338841567,-2.78964293207523,0.00529248891328,"**"
"reg1","avg_score_Q26:scaleUpscales",NA,NA,NA,NA,""
"reg1","avg_score_Q26:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q26:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q26:clusterResidential - High Income (Wellcome)",12.4269066274099,10.1634225658521,1.22270884113023,0.221485468257571,""
"reg1","avg_score_Q26:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q26:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q26:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q26:clusterUrban Hub - Local (Wellcome)",13.4201231756563,23.8366386166851,0.563004012078387,0.573452205925661,""
"reg1","avg_score_Q27:scaleUpscales",NA,NA,NA,NA,""
"reg1","avg_score_Q27:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q27:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q27:clusterResidential - High Income (Wellcome)",57.3423172787058,12.6538209709786,4.53162071837587,5.96147466985533e-06,"***"
"reg1","avg_score_Q27:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q27:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q27:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q27:clusterUrban Hub - Local (Wellcome)",-16.0738584069945,18.5149837199833,-0.86815406646272,0.385343096050361,""
"reg1","avg_score_Q28:scaleUpscales",NA,NA,NA,NA,""
"reg1","avg_score_Q28:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q28:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q28:clusterResidential - High Income (Wellcome)",-1.17285131465208,8.65716076475229,-0.135477594389532,0.892238610380125,""
"reg1","avg_score_Q28:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q28:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q28:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q28:clusterUrban Hub - Local (Wellcome)",9.86838988625636,11.8633632282644,0.831837455903309,0.405532256736066,""
"reg1","avg_score_Q29:scaleUpscales",NA,NA,NA,NA,""
"reg1","avg_score_Q29:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q29:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q29:clusterResidential - High Income (Wellcome)",-45.7832323157687,10.2503351788299,-4.46651075472392,8.08954435005639e-06,"***"
"reg1","avg_score_Q29:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
